SeqID:00000001 01331011->0133AF3A                                                  EAX=00E319A0 ECX=00000001 EDX=0009E208 EBX=76D341B5 ESP=001EF7FC EBP=001EF818 ESI=00000000 EDI=00000000 EFLAG=00000202
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF758 ECX=005C5D01 EDX=0133BF98 EBX=F9CCDB40 ESP=001EF708 EBP=001EF7DC ESI=013C5BD4 EDI=001EF708 EFLAG=00000206
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=00000020 ECX=005C5D01 EDX=00000246 EBX=F9CCDB6A ESP=001EF708 EBP=001EF7E0 ESI=013C5BD6 EDI=001EF708 EFLAG=00000212
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=00000030 ECX=005C5D01 EDX=00000000 EBX=F9CCDBE5 ESP=001EF708 EBP=001EF7E4 ESI=013C5BD8 EDI=001EF708 EFLAG=00000206
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=0000001C ECX=005C5D01 EDX=00000202 EBX=F9CCDB12 ESP=001EF708 EBP=001EF7E8 ESI=013C5BDA EDI=001EF708 EFLAG=00000206
SeqID:00000005 0133C2E4->0133B81B                                                  EAX=000000B4 ECX=005C5D01 EDX=0133C2E4 EBX=F9CCDB5E ESP=001EF708 EBP=001EF7E8 ESI=013C5BDB EDI=001EF708 EFLAG=00000206
SeqID:00000004 0133B820->0133B1F5                                                  EAX=00000030 ECX=005C5D01 EDX=00000000 EBX=F9CCDB2E ESP=001EF708 EBP=001EF7E4 ESI=013C5BDC EDI=001EF708 EFLAG=00000206
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF758 ECX=005C5D01 EDX=00000000 EBX=F9CCDB2E ESP=001EF708 EBP=001EF7E4 ESI=013C5BDC EDI=001EF708 EFLAG=00000212
SeqID:00000003 0133AFB0->0133C9D8                                                  EAX=00000097 ECX=005C5D01 EDX=0133AFB0 EBX=F9CCDB97 ESP=001EF708 EBP=001EF7E4 ESI=013C5BDD EDI=001EF708 EFLAG=00000202
SeqID:00000008 0133D095->0133CC39                                                  EAX=00000000 ECX=005C5D01 EDX=0133AFB0 EBX=F9CCDB97 ESP=001EF708 EBP=001EF7E4 ESI=013C5BDD EDI=001EF708 EFLAG=00000202
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=00000000 ECX=005C5D01 EDX=0133AFB0 EBX=F9CCDB97 ESP=001EF708 EBP=001EF7E4 ESI=013C5BDD EDI=001EF708 EFLAG=00000202
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=00000014 ECX=005C5D01 EDX=00000202 EBX=F9CCDBCD ESP=001EF708 EBP=001EF7E8 ESI=013C5BDF EDI=001EF708 EFLAG=00000206
SeqID:00000021 0133CA81->0133D2E9                                                  EAX=000000A7 ECX=005C5D01 EDX=0133CA81 EBX=F9CCDB26 ESP=001EF708 EBP=001EF7E8 ESI=013C5BE0 EDI=001EF708 EFLAG=00000206
SeqID:00000004 0133B820->0133B1F5                                                  EAX=00001021 ECX=005C5D01 EDX=0133CA81 EBX=F9CCEB47 ESP=001EF708 EBP=001EF7E6 ESI=013C5BE2 EDI=001EF708 EFLAG=00000202
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF758 ECX=005C5D01 EDX=0133CA81 EBX=F9CCEB47 ESP=001EF708 EBP=001EF7E6 ESI=013C5BE2 EDI=001EF708 EFLAG=00000216
SeqID:00000006 0133AF16->0133CAB1                                                  EAX=0000008A ECX=005C5D01 EDX=0133AF16 EBX=F9CCEBBD ESP=001EF708 EBP=001EF7E6 ESI=013C5BE3 EDI=001EF708 EFLAG=00000202
SeqID:00000004 0133B820->0133B1F5                                                  EAX=FFBF3BD8 ECX=005C5D01 EDX=0133AF16 EBX=FA0DAFE5 ESP=001EF708 EBP=001EF7E2 ESI=013C5BE7 EDI=001EF708 EFLAG=00000206
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF758 ECX=005C5D01 EDX=0133AF16 EBX=FA0DAFE5 ESP=001EF708 EBP=001EF7E2 ESI=013C5BE7 EDI=001EF708 EFLAG=00000212
SeqID:00000006 0133AF16->0133CAB1                                                  EAX=0000004A ECX=005C5D01 EDX=0133AF16 EBX=FA0DAF9B ESP=001EF708 EBP=001EF7E2 ESI=013C5BE8 EDI=001EF708 EFLAG=00000202
SeqID:00000004 0133B820->0133B1F5                                                  EAX=F4051108 ECX=005C5D01 EDX=0133AF16 EBX=06089E93 ESP=001EF708 EBP=001EF7DE ESI=013C5BEC EDI=001EF708 EFLAG=00000216
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF758 ECX=005C5D01 EDX=0133AF16 EBX=06089E93 ESP=001EF708 EBP=001EF7DE ESI=013C5BEC EDI=001EF708 EFLAG=00000202
SeqID:00000025 0133CF62->01331030                                                  EAX=000000B1 ECX=005C5D01 EDX=0133CF62 EBX=06089EE2 ESP=001EF708 EBP=001EF7DE ESI=013C5BED EDI=001EF708 EFLAG=00000202
SeqID:00000004 0133B820->0133B1F5                                                  EAX=000076D3 ECX=005C5D01 EDX=0133CF62 EBX=06089ED4 ESP=001EF708 EBP=001EF7DC ESI=013C5BEE EDI=001EF708 EFLAG=00000202
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF758 ECX=005C5D01 EDX=0133CF62 EBX=06089ED4 ESP=001EF708 EBP=001EF7DC ESI=013C5BEE EDI=001EF708 EFLAG=00000206
SeqID:00000010 0133BD36->0133CFCF                                                  EAX=000000E5 ECX=005C5D01 EDX=0133BD36 EBX=06089EEF ESP=001EF708 EBP=001EF7DC ESI=013C5BEF EDI=001EF708 EFLAG=00000206
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=00000020 ECX=005C5D01 EDX=013376D3 EBX=06089ECF ESP=001EF708 EBP=001EF7DE ESI=013C5BF0 EDI=001EF708 EFLAG=00000206
SeqID:00000014 0133BED9->0133BAA0                                                  EAX=00000057 ECX=005C5D01 EDX=0133BED9 EBX=06089E78 ESP=001EF708 EBP=001EF7DE ESI=013C5BF1 EDI=001EF708 EFLAG=00000202
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=0040C427 ECX=005C5D01 EDX=0040C427 EBX=06089E78 ESP=001EF708 EBP=001EF7DE ESI=013C5BF1 EDI=001EF708 EFLAG=00000206
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=00000004 ECX=005C5D01 EDX=00000206 EBX=06089E19 ESP=001EF708 EBP=001EF7E2 ESI=013C5BF3 EDI=001EF708 EFLAG=00000216
SeqID:00000005 0133C2E4->0133B81B                                                  EAX=000000B4 ECX=005C5D01 EDX=0133C2E4 EBX=06089E65 ESP=001EF708 EBP=001EF7E2 ESI=013C5BF4 EDI=001EF708 EFLAG=00000206
SeqID:00000004 0133B820->0133B1F5                                                  EAX=0000002C ECX=005C5D01 EDX=00F30000 EBX=06089E39 ESP=001EF708 EBP=001EF7DE ESI=013C5BF5 EDI=001EF708 EFLAG=00000216
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF758 ECX=005C5D01 EDX=00F30000 EBX=06089E39 ESP=001EF708 EBP=001EF7DE ESI=013C5BF5 EDI=001EF708 EFLAG=00000202
SeqID:00000003 0133AFB0->0133C9D8                                                  EAX=00000010 ECX=005C5D01 EDX=0133AFB0 EBX=06089E29 ESP=001EF708 EBP=001EF7DE ESI=013C5BF6 EDI=001EF708 EFLAG=00000202
SeqID:00000008 0133D095->0133CC39                                                  EAX=00F30000 ECX=005C5D01 EDX=0133AFB0 EBX=06089E29 ESP=001EF708 EBP=001EF7DE ESI=013C5BF6 EDI=001EF708 EFLAG=00000206
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=00F30000 ECX=005C5D01 EDX=0133AFB0 EBX=06089E29 ESP=001EF708 EBP=001EF7DE ESI=013C5BF6 EDI=001EF708 EFLAG=00000206
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=00000020 ECX=005C5D01 EDX=00000206 EBX=06089E53 ESP=001EF708 EBP=001EF7E2 ESI=013C5BF8 EDI=001EF708 EFLAG=00000216
SeqID:00000031 0133BD7D->0133AECB                                                  EAX=000000B0 ECX=005C5D01 EDX=0133BD7D EBX=06089EA3 ESP=001EF708 EBP=001EF7E2 ESI=013C5BF9 EDI=001EF708 EFLAG=00000206
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=0133F03B ECX=005C5D01 EDX=0133BD7D EBX=06089EA3 ESP=001EF708 EBP=001EF7E4 ESI=013C5BF9 EDI=001EF708 EFLAG=00000206
SeqID:00000017 0133D21E->0133B959                                                  EAX=000000AA ECX=005C5D01 EDX=0133D21E EBX=06089EF9 ESP=001EF708 EBP=001EF7E4 ESI=013C5BFA EDI=001EF708 EFLAG=00000206
SeqID:00000004 0133B820->0133B1F5                                                  EAX=0000F03B ECX=005C5D01 EDX=0133D21E EBX=06089EF9 ESP=001EF708 EBP=001EF7E2 ESI=013C5BFA EDI=001EF708 EFLAG=00000207
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF758 ECX=005C5D01 EDX=0133D21E EBX=06089EF9 ESP=001EF708 EBP=001EF7E2 ESI=013C5BFA EDI=001EF708 EFLAG=00000212
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=00000020 ECX=005C5D01 EDX=00000207 EBX=06089E7E ESP=001EF708 EBP=001EF7E6 ESI=013C5BFC EDI=001EF708 EFLAG=00000202
SeqID:00000042 0133B2B0->0133B84F                                                  EAX=0000005F ECX=005C5D01 EDX=0133B2B0 EBX=06089E1F ESP=001EF708 EBP=001EF7E6 ESI=013C5BFD EDI=001EF708 EFLAG=00000202
SeqID:00000004 0133B820->0133B1F5                                                  EAX=00000000 ECX=005C5D01 EDX=00000000 EBX=06089E1F ESP=001EF708 EBP=001EF7DE ESI=013C5BFD EDI=001EF708 EFLAG=00000216
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF758 ECX=005C5D01 EDX=00000000 EBX=06089E1F ESP=001EF708 EBP=001EF7DE ESI=013C5BFD EDI=001EF708 EFLAG=00000202
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=00000004 ECX=005C5D01 EDX=00000000 EBX=06089EC0 ESP=001EF708 EBP=001EF7E2 ESI=013C5BFF EDI=001EF708 EFLAG=00000216
SeqID:00000007 0133ADCC->0133C3BD                                                  EAX=00000043 ECX=005C5D01 EDX=0133ADCC EBX=06089E7D ESP=001EF708 EBP=001EF7E2 ESI=013C5C00 EDI=001EF708 EFLAG=00000206
SeqID:00000004 0133B820->0133B1F5                                                  EAX=001EF7E2 ECX=005C5D01 EDX=0133ADCC EBX=06089E7D ESP=001EF708 EBP=001EF7DE ESI=013C5C00 EDI=001EF708 EFLAG=00000216
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF758 ECX=005C5D01 EDX=0133ADCC EBX=06089E7D ESP=001EF708 EBP=001EF7DE ESI=013C5C00 EDI=001EF708 EFLAG=00000202
SeqID:00000011 0133B2E0->0133BDCB                                                  EAX=00000012 ECX=005C5D01 EDX=0133B2E0 EBX=06089E6B ESP=001EF708 EBP=001EF7DE ESI=013C5C01 EDI=001EF708 EFLAG=00000202
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001E0000 ECX=005C5D01 EDX=0133B2E0 EBX=06089E6B ESP=001EF708 EBP=001EF7E0 ESI=013C5C01 EDI=001EF708 EFLAG=00000212
SeqID:00000010 0133BD36->0133CFCF                                                  EAX=000000E5 ECX=005C5D01 EDX=0133BD36 EBX=06089E86 ESP=001EF708 EBP=001EF7E0 ESI=013C5C02 EDI=001EF708 EFLAG=00000206
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=00000030 ECX=005C5D01 EDX=01330000 EBX=06089E56 ESP=001EF708 EBP=001EF7E2 ESI=013C5C03 EDI=001EF708 EFLAG=00000206
SeqID:00000025 0133CF62->01331030                                                  EAX=000000E3 ECX=005C5D01 EDX=0133CF62 EBX=06089E73 ESP=001EF708 EBP=001EF7E2 ESI=013C5C04 EDI=001EF708 EFLAG=00000202
SeqID:00000004 0133B820->0133B1F5                                                  EAX=00000000 ECX=005C5D01 EDX=0133CF62 EBX=06089E43 ESP=001EF708 EBP=001EF7E0 ESI=013C5C05 EDI=001EF708 EFLAG=00000202
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF758 ECX=005C5D01 EDX=0133CF62 EBX=06089E43 ESP=001EF708 EBP=001EF7E0 ESI=013C5C05 EDI=001EF708 EFLAG=00000216
SeqID:00000028 0133AC3D->0133BED4                                                  EAX=00000028 ECX=005C5D01 EDX=0133AC3D EBX=06089E1B ESP=001EF708 EBP=001EF7E0 ESI=013C5C06 EDI=001EF708 EFLAG=00000202
SeqID:00000004 0133B820->0133B1F5                                                  EAX=0000FFFF ECX=005C5D01 EDX=0133AC3D EBX=06089E1B ESP=001EF708 EBP=001EF7DE ESI=013C5C06 EDI=001EF708 EFLAG=00000286
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF758 ECX=005C5D01 EDX=0133AC3D EBX=06089E1B ESP=001EF708 EBP=001EF7DE ESI=013C5C06 EDI=001EF708 EFLAG=00000202
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=00000014 ECX=005C5D01 EDX=00000286 EBX=06089E19 ESP=001EF708 EBP=001EF7E2 ESI=013C5C08 EDI=001EF708 EFLAG=00000216
SeqID:00000021 0133CA81->0133D2E9                                                  EAX=00000029 ECX=005C5D01 EDX=0133CA81 EBX=06089EF0 ESP=001EF708 EBP=001EF7E2 ESI=013C5C09 EDI=001EF708 EFLAG=00000206
SeqID:00000004 0133B820->0133B1F5                                                  EAX=00000DF3 ECX=005C5D01 EDX=0133CA81 EBX=0608ACE3 ESP=001EF708 EBP=001EF7E0 ESI=013C5C0B EDI=001EF708 EFLAG=00000202
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF758 ECX=005C5D01 EDX=0133CA81 EBX=0608ACE3 ESP=001EF708 EBP=001EF7E0 ESI=013C5C0B EDI=001EF708 EFLAG=00000216
SeqID:00000006 0133AF16->0133CAB1                                                  EAX=0000004A ECX=005C5D01 EDX=0133AF16 EBX=0608AC99 ESP=001EF708 EBP=001EF7E0 ESI=013C5C0C EDI=001EF708 EFLAG=00000202
SeqID:00000004 0133B820->0133B1F5                                                  EAX=3F6F7C98 ECX=005C5D01 EDX=0133AF16 EBX=C6993001 ESP=001EF708 EBP=001EF7DC ESI=013C5C10 EDI=001EF708 EFLAG=00000212
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF758 ECX=005C5D01 EDX=0133AF16 EBX=C6993001 ESP=001EF708 EBP=001EF7DC ESI=013C5C10 EDI=001EF708 EFLAG=00000206
SeqID:00000005 0133C2E4->0133B81B                                                  EAX=000000B4 ECX=005C5D01 EDX=0133C2E4 EBX=C699304D ESP=001EF708 EBP=001EF7DC ESI=013C5C11 EDI=001EF708 EFLAG=00000206
SeqID:00000004 0133B820->0133B1F5                                                  EAX=00000008 ECX=005C5D01 EDX=00000000 EBX=C6993045 ESP=001EF708 EBP=001EF7D8 ESI=013C5C12 EDI=001EF708 EFLAG=00000206
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF758 ECX=005C5D01 EDX=00000000 EBX=C6993045 ESP=001EF708 EBP=001EF7D8 ESI=013C5C12 EDI=001EF708 EFLAG=00000202
SeqID:00000007 0133ADCC->0133C3BD                                                  EAX=00000037 ECX=005C5D01 EDX=0133ADCC EBX=C699300E ESP=001EF708 EBP=001EF7D8 ESI=013C5C13 EDI=001EF708 EFLAG=00000206
SeqID:00000004 0133B820->0133B1F5                                                  EAX=001EF7D8 ECX=005C5D01 EDX=0133ADCC EBX=C699300E ESP=001EF708 EBP=001EF7D4 ESI=013C5C13 EDI=001EF708 EFLAG=00000206
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF758 ECX=005C5D01 EDX=0133ADCC EBX=C699300E ESP=001EF708 EBP=001EF7D4 ESI=013C5C13 EDI=001EF708 EFLAG=00000212
SeqID:00000015 0133CF85->0133C51D                                                  EAX=0000000E ECX=005C5D01 EDX=0133CF85 EBX=C6993000 ESP=001EF708 EBP=001EF7D4 ESI=013C5C14 EDI=001EF708 EFLAG=00000202
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=00000000 ECX=005C5D01 EDX=0133CF85 EBX=C6993000 ESP=001EF708 EBP=001EF7D4 ESI=013C5C14 EDI=001EF708 EFLAG=00000202
SeqID:00000006 0133AF16->0133CAB1                                                  EAX=000000C2 ECX=005C5D01 EDX=0133AF16 EBX=C699303E ESP=001EF708 EBP=001EF7D4 ESI=013C5C15 EDI=001EF708 EFLAG=00000202
SeqID:00000004 0133B820->0133B1F5                                                  EAX=C0D14791 ECX=005C5D01 EDX=0133AF16 EBX=05C7E8AD ESP=001EF708 EBP=001EF7D0 ESI=013C5C19 EDI=001EF708 EFLAG=00000202
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF758 ECX=005C5D01 EDX=0133AF16 EBX=05C7E8AD ESP=001EF708 EBP=001EF7D0 ESI=013C5C19 EDI=001EF708 EFLAG=00000216
SeqID:00000007 0133ADCC->0133C3BD                                                  EAX=00000037 ECX=005C5D01 EDX=0133ADCC EBX=05C7E876 ESP=001EF708 EBP=001EF7D0 ESI=013C5C1A EDI=001EF708 EFLAG=00000206
SeqID:00000004 0133B820->0133B1F5                                                  EAX=001EF7D0 ECX=005C5D01 EDX=0133ADCC EBX=05C7E876 ESP=001EF708 EBP=001EF7CC ESI=013C5C1A EDI=001EF708 EFLAG=00000216
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF758 ECX=005C5D01 EDX=0133ADCC EBX=05C7E876 ESP=001EF708 EBP=001EF7CC ESI=013C5C1A EDI=001EF708 EFLAG=00000206
SeqID:00000012 0133BB24->0133C12C                                                  EAX=00000027 ECX=005C5D01 EDX=0133BB24 EBX=05C7E84F ESP=001EF708 EBP=001EF7CC ESI=013C5C1B EDI=001EF708 EFLAG=00000206
SeqID:00000004 0133B820->0133B1F5                                                  EAX=00000008 ECX=005C5D01 EDX=0133BB24 EBX=05C7E847 ESP=001EF708 EBP=001EF7C8 ESI=013C5C1C EDI=001EF708 EFLAG=00000202
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF758 ECX=005C5D01 EDX=0133BB24 EBX=05C7E847 ESP=001EF708 EBP=001EF7C8 ESI=013C5C1C EDI=001EF708 EFLAG=00000202
SeqID:00000003 0133AFB0->0133C9D8                                                  EAX=00000010 ECX=005C5D01 EDX=0133AFB0 EBX=05C7E837 ESP=001EF708 EBP=001EF7C8 ESI=013C5C1D EDI=001EF708 EFLAG=00000202
SeqID:00000008 0133D095->0133CC39                                                  EAX=00000008 ECX=005C5D01 EDX=0133AFB0 EBX=05C7E837 ESP=001EF708 EBP=001EF7C8 ESI=013C5C1D EDI=001EF708 EFLAG=00000206
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=00000008 ECX=005C5D01 EDX=0133AFB0 EBX=05C7E837 ESP=001EF708 EBP=001EF7C8 ESI=013C5C1D EDI=001EF708 EFLAG=00000206
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=00000018 ECX=005C5D01 EDX=00000206 EBX=05C7E868 ESP=001EF708 EBP=001EF7CC ESI=013C5C1F EDI=001EF708 EFLAG=00000206
SeqID:00000009 0133CF4A->0133BBB2                                                  EAX=0000003D ECX=005C5D01 EDX=0133CF4A EBX=05C7E82B ESP=001EF708 EBP=001EF7CC ESI=013C5C20 EDI=001EF708 EFLAG=00000202
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF7D8 ECX=005C5D01 EDX=C0D14791 EBX=05C7E82B ESP=001EF708 EBP=001EF7D4 ESI=013C5C20 EDI=001EF708 EFLAG=00000216
SeqID:00000007 0133ADCC->0133C3BD                                                  EAX=00000041 ECX=005C5D01 EDX=0133BFB0 EBX=05C7E8EA ESP=001EF708 EBP=001EF7D4 ESI=013C5C21 EDI=001EF708 EFLAG=00000202
SeqID:00000004 0133B820->0133B1F5                                                  EAX=00000000 ECX=005C5D01 EDX=0133BFB0 EBX=05C7E8EA ESP=001EF708 EBP=001EF7D2 ESI=013C5C21 EDI=001EF708 EFLAG=00000246
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF758 ECX=005C5D01 EDX=0133BFB0 EBX=05C7E8EA ESP=001EF708 EBP=001EF7D2 ESI=013C5C21 EDI=001EF708 EFLAG=00000212
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=00000020 ECX=005C5D01 EDX=00000246 EBX=05C7E875 ESP=001EF708 EBP=001EF7D6 ESI=013C5C23 EDI=001EF708 EFLAG=00000202
SeqID:00000010 0133BD36->0133CFCF                                                  EAX=000000D4 ECX=005C5D01 EDX=0133BD36 EBX=05C7E8A1 ESP=001EF708 EBP=001EF7D6 ESI=013C5C24 EDI=001EF708 EFLAG=00000206
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=00000004 ECX=005C5D01 EDX=01330000 EBX=05C7E89D ESP=001EF708 EBP=001EF7D8 ESI=013C5C25 EDI=001EF708 EFLAG=00000206
SeqID:00000003 0133AFB0->0133C9D8                                                  EAX=00000018 ECX=005C5D01 EDX=0133AFB0 EBX=05C7E885 ESP=001EF708 EBP=001EF7D8 ESI=013C5C26 EDI=001EF708 EFLAG=00000202
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=C0D14791 ECX=005C5D01 EDX=0133AFB0 EBX=05C7E885 ESP=001EF708 EBP=001EF7D8 ESI=013C5C26 EDI=001EF708 EFLAG=00000203
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=00000020 ECX=005C5D01 EDX=00000203 EBX=05C7E810 ESP=001EF708 EBP=001EF7DC ESI=013C5C28 EDI=001EF708 EFLAG=00000202
SeqID:00000005 0133C2E4->0133B81B                                                  EAX=000000B4 ECX=005C5D01 EDX=0133C2E4 EBX=05C7E85C ESP=001EF708 EBP=001EF7DC ESI=013C5C29 EDI=001EF708 EFLAG=00000206
SeqID:00000004 0133B820->0133B1F5                                                  EAX=0000002C ECX=005C5D01 EDX=00F30000 EBX=05C7E830 ESP=001EF708 EBP=001EF7D8 ESI=013C5C2A EDI=001EF708 EFLAG=00000206
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF758 ECX=005C5D01 EDX=00F30000 EBX=05C7E830 ESP=001EF708 EBP=001EF7D8 ESI=013C5C2A EDI=001EF708 EFLAG=00000202
SeqID:00000003 0133AFB0->0133C9D8                                                  EAX=00000018 ECX=005C5D01 EDX=0133AFB0 EBX=05C7E818 ESP=001EF708 EBP=001EF7D8 ESI=013C5C2B EDI=001EF708 EFLAG=00000202
SeqID:00000008 0133D095->0133CC39                                                  EAX=00F30000 ECX=005C5D01 EDX=0133AFB0 EBX=05C7E818 ESP=001EF708 EBP=001EF7D8 ESI=013C5C2B EDI=001EF708 EFLAG=00000202
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=00F30000 ECX=005C5D01 EDX=0133AFB0 EBX=05C7E818 ESP=001EF708 EBP=001EF7D8 ESI=013C5C2B EDI=001EF708 EFLAG=00000202
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=00000014 ECX=005C5D01 EDX=00000202 EBX=05C7E816 ESP=001EF708 EBP=001EF7DC ESI=013C5C2D EDI=001EF708 EFLAG=00000202
SeqID:00000031 0133BD7D->0133AECB                                                  EAX=000000B0 ECX=005C5D01 EDX=0133BD7D EBX=05C7E866 ESP=001EF708 EBP=001EF7DC ESI=013C5C2E EDI=001EF708 EFLAG=00000206
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=0133FFFF ECX=005C5D01 EDX=0133BD7D EBX=05C7E866 ESP=001EF708 EBP=001EF7DE ESI=013C5C2E EDI=001EF708 EFLAG=00000206
SeqID:00000017 0133D21E->0133B959                                                  EAX=000000AA ECX=005C5D01 EDX=0133D21E EBX=05C7E8BC ESP=001EF708 EBP=001EF7DE ESI=013C5C2F EDI=001EF708 EFLAG=00000206
SeqID:00000004 0133B820->0133B1F5                                                  EAX=0000FFFF ECX=005C5D01 EDX=0133D21E EBX=05C7E8BC ESP=001EF708 EBP=001EF7DC ESI=013C5C2F EDI=001EF708 EFLAG=00000213
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF758 ECX=005C5D01 EDX=0133D21E EBX=05C7E8BC ESP=001EF708 EBP=001EF7DC ESI=013C5C2F EDI=001EF708 EFLAG=00000206
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=00000004 ECX=005C5D01 EDX=00000213 EBX=05C7E863 ESP=001EF708 EBP=001EF7E0 ESI=013C5C31 EDI=001EF708 EFLAG=00000212
SeqID:00000028 0133AC3D->0133BED4                                                  EAX=00000090 ECX=005C5D01 EDX=0133AC3D EBX=05C7E8D3 ESP=001EF708 EBP=001EF7E0 ESI=013C5C32 EDI=001EF708 EFLAG=00000202
SeqID:00000004 0133B820->0133B1F5                                                  EAX=0000F20D ECX=005C5D01 EDX=0133AC3D EBX=05C7E8D3 ESP=001EF708 EBP=001EF7DE ESI=013C5C32 EDI=001EF708 EFLAG=00000246
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF758 ECX=005C5D01 EDX=0133AC3D EBX=05C7E8D3 ESP=001EF708 EBP=001EF7DE ESI=013C5C32 EDI=001EF708 EFLAG=00000202
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=00000020 ECX=005C5D01 EDX=00000246 EBX=05C7E85E ESP=001EF708 EBP=001EF7E2 ESI=013C5C34 EDI=001EF708 EFLAG=00000216
SeqID:00000025 0133CF62->01331030                                                  EAX=000000FA ECX=005C5D01 EDX=0133CF62 EBX=05C7E864 ESP=001EF708 EBP=001EF7E2 ESI=013C5C35 EDI=001EF708 EFLAG=00000202
SeqID:00000004 0133B820->0133B1F5                                                  EAX=00000000 ECX=005C5D01 EDX=0133CF62 EBX=05C7E834 ESP=001EF708 EBP=001EF7E0 ESI=013C5C36 EDI=001EF708 EFLAG=00000202
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF758 ECX=005C5D01 EDX=0133CF62 EBX=05C7E834 ESP=001EF708 EBP=001EF7E0 ESI=013C5C36 EDI=001EF708 EFLAG=00000216
SeqID:00000021 0133CA81->0133D2E9                                                  EAX=000000A7 ECX=005C5D01 EDX=0133CA81 EBX=05C7E88D ESP=001EF708 EBP=001EF7E0 ESI=013C5C37 EDI=001EF708 EFLAG=00000206
SeqID:00000004 0133B820->0133B1F5                                                  EAX=0000FC14 ECX=005C5D01 EDX=0133CA81 EBX=05C7E4A1 ESP=001EF708 EBP=001EF7DE ESI=013C5C39 EDI=001EF708 EFLAG=00000216
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF758 ECX=005C5D01 EDX=0133CA81 EBX=05C7E4A1 ESP=001EF708 EBP=001EF7DE ESI=013C5C39 EDI=001EF708 EFLAG=00000202
SeqID:00000006 0133AF16->0133CAB1                                                  EAX=000000C2 ECX=005C5D01 EDX=0133AF16 EBX=05C7E4DF ESP=001EF708 EBP=001EF7DE ESI=013C5C3A EDI=001EF708 EFLAG=00000202
SeqID:00000004 0133B820->0133B1F5                                                  EAX=D8B8D596 ECX=005C5D01 EDX=0133AF16 EBX=2D0F0F49 ESP=001EF708 EBP=001EF7DA ESI=013C5C3E EDI=001EF708 EFLAG=00000202
SeqID:00000002 0133CD77->0133CA6F                                                  EAX=001EF758 ECX=005C5D01 EDX=0133AF16 EBX=2D0F0F49 ESP=001EF708 EBP=001EF7DA ESI=013C5C3E EDI=001EF708 EFLAG=00000206
